#comment	rdp_tax_and_bootstrap	taxonomic_affiliation	blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length	seed_id	observation_name	observation_sum	ERR7901770	ERR7901771	ERR7901772	ERR7901773	ERR7901774	ERR7901775	ERR7901776	ERR7901777	ERR7901778	ERR7901779
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Qipengyuania;(0.88);unknown species;(0.88);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.11886	Cluster_494	37	37	0	0	0	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(1.0);Halodesulfurarchaeum;(0.81);unknown species;(0.81);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halodesulfurarchaeum;Multi-affiliation	multi-subject	98.031	100.0	9.15e-123	254	ERR7901774.397	Cluster_506	40	0	0	0	0	11	23	0	4	2	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Limnochordia;(1.0);MBA03;(0.99);unknown family;(0.99);unknown genus;(0.99);unknown species;(0.99);	Bacteria;Firmicutes;Limnochordia;MBA03;unknown family;unknown genus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.6604	Cluster_511	40	0	0	0	0	0	0	0	0	40	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Cytophagales;(1.0);Hymenobacteraceae;(1.0);Pontibacter;(1.0);Pontibacter populi;(0.95);	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.7302	Cluster_512	39	0	0	0	0	0	0	0	0	39	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium saccharolyticum;(0.77);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Multi-affiliation	multi-subject	98.8	98.81422924901186	7.04e-124	250	ERR7901770.3328	Cluster_515	91	51	32	0	3	0	0	1	0	2	2
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Devosiaceae;(0.99);Devosia;(0.97);Devosia sp.;(0.68);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;Devosia sp.	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.6305	Cluster_519	34	34	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Cavicella;(0.86);unknown species;(0.79);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Cavicella;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901773.11590	Cluster_528	43	0	0	0	43	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Microbacteriaceae;(1.0);Leifsonia;(0.39);unknown species;(0.16);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas;unknown species	FM209089.1.1380	100.0	100.0	1.50e-130	253	ERR7901773.14740	Cluster_529	37	0	0	0	4	0	0	0	0	33	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(1.0);Halodesulfurarchaeum;(0.97);unknown species;(0.97);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halodesulfurarchaeum;unknown species	JN714413.1.1471	98.425	100.0	1.97e-124	254	ERR7901774.20563	Cluster_536	44	0	0	0	0	7	33	0	4	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Acetobacterales;(1.0);Acetobacteraceae;(1.0);Rubritepida;(0.82);unknown species;(0.82);	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rubritepida;unknown species	DQ248301.1.1440	99.605	100.0	6.99e-129	253	ERR7901770.390	Cluster_544	36	36	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Oxalobacteraceae;(1.0);Undibacterium;(0.99);unknown species;(0.85);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.220	Cluster_568	60	0	0	0	0	0	0	0	0	60	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Halomonadaceae;(1.0);Halomonas;(1.0);Halomonas sp.;(0.34);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.6515	Cluster_610	38	4	5	2	7	3	6	0	1	2	8
no data	Bacteria;(1.0);Acidobacteriota;(1.0);Vicinamibacteria;(1.0);Vicinamibacterales;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(0.92);	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;unknown family;unknown genus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.11957	Cluster_626	39	0	0	0	0	0	0	0	0	39	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Corynebacteriales;(1.0);Mycobacteriaceae;(1.0);Mycobacterium;(1.0);Mycobacterium abscessus;(1.0);	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.2511	Cluster_628	39	0	0	0	0	0	0	0	0	39	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Methylophilaceae;(1.0);Candidatus Methylopumilus;(0.76);Candidatus Methylopumilus turicensis;(0.58);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Multi-affiliation;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901778.8942	Cluster_630	34	0	0	0	0	0	0	0	0	34	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(1.0);Halanaeroarchaeum;(0.37);unknown species;(0.37);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Multi-affiliation;Multi-affiliation	multi-subject	97.638	100.0	4.26e-121	254	ERR7901776.6307	Cluster_709	35	0	1	0	0	0	0	9	0	16	9
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium saccharolyticum;(0.77);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Multi-affiliation	multi-subject	98.419	100.0	7.04e-124	253	ERR7901770.5029	Cluster_727	37	32	3	0	2	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium saccharolyticum;(0.96);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Multi-affiliation	multi-subject	100.0	100.0	6.90e-129	250	ERR7901770.67084	Cluster_732	37	14	21	0	0	0	0	0	2	0	0
no data	Bacteria;(1.0);Patescibacteria;(1.0);Gracilibacteria;(1.0);unknown order;(1.0);unknown family;(1.0);unknown genus;(1.0);Gracilibacteria bacterium canine oral taxon 394;(0.79);	Bacteria;Patescibacteria;Gracilibacteria;unknown order;unknown family;unknown genus;unknown species	DQ113698.1.1347	96.825	100.0	1.18e-116	252	ERR7901778.25885	Cluster_820	43	0	0	0	0	0	0	0	0	43	0
